id,name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,latitude,longitude,availability_365,calculated_host_listings_count
40897434,Casa Tranki al sur de la Ciudad,Tlalpan,Private room,1215.5,2.0,0,4.84,19.26271,-99.17793,365,1
40919623,HABITACIÓN EN LA COLONIA ROMA PARA 1 PERSONA,Cuauhtémoc,Private room,673.33,3.0,19,4.89,19.41137,-99.15897,210,5
40922753,Queen Bed + Wi-Fi 160 Mbps in Shared Appartment,Miguel Hidalgo,Private room,730.36,2.0,51,4.92,19.40532011960252,-99.18397128600564,266,2
40944031,EL RASCACIELITO,Cuauhtémoc,Entire home/apt,6049.0,1.0,11,4.45,19.43424,-99.16951,284,102
40968294,"L305 | 1BR with balcony, one block from Reforma.",Cuauhtémoc,Entire home/apt,2137.5,2.0,103,4.83,19.43002,-99.16526,356,11
41110285,cuarto con baño completo privado incluido,Venustiano Carranza,Private room,799.0,1.0,12,4.67,19.40757,-99.10702,352,6
41115252,Cerca Hospital Belisario Dominguez UACM Sn Lorenzo,Iztapalapa,Entire home/apt,482.72,3.0,28,4.86,19.3217,-99.04539,180,5
41115748,Depto completo cerca metro Tezonco o Constitución,Iztapalapa,Entire home/apt,607.0,5.0,26,4.54,19.32248,-99.04649,180,5
41158133,Hermosa recámara para 1 persona con baño privado,Álvaro Obregón,Private room,399.67,3.0,39,4.69,19.34602,-99.20163,245,2
41182400,Luxury Condesa with the best view in town,Cuauhtémoc,Entire home/apt,6208.01,2.0,222,4.93,19.41565,-99.16617,142,4
40989042,Habitación privada Foro sol T1,Iztacalco,Private room,768.5,2.0,157,4.92,19.39652,-99.08012,248,1
40990580,Huge bedroom or Studio  in The heart  of Condesa,Miguel Hidalgo,Private room,705.8,5.0,1,5.0,19.40174,-99.17929,270,2
41031345,Depa amplio 2 recámaras · Reforma/Roma · Caminable,Cuauhtémoc,Entire home/apt,1426.67,1.0,23,4.91,19.42405,-99.17073,47,1
41031529,Condesa tree lined street 30% off long term rental,Cuauhtémoc,Entire home/apt,1749.68,2.0,155,4.83,19.41498,-99.17691,254,5
41035644,"Apartamento céntrico, seguro en el corazón CDMX",Cuauhtémoc,Entire home/apt,1610.0,1.0,300,4.9,19.42853,-99.1482,93,1
41046976,502 Loft Sorprendente con roof top,Benito Juárez,Entire home/apt,1240.0,1.0,353,4.61,19.38567,-99.18068,245,1
41061134,Estancia Aeropuerto,Venustiano Carranza,Private room,902.0,1.0,202,4.9,19.42601,-99.09503,241,1
41071441,WTC a 5 min- 8 Condesa  Bed Matrimonial🛏️ Amplia,Benito Juárez,Private room,655.96,7.0,32,4.81,19.39054,-99.18463,179,15
41072332,"Cómodo lugar, acogedor, amplio, luminoso.",Benito Juárez,Private room,747.6,5.0,6,4.5,19.39086,-99.18438,177,6
41085661,Tecamachalco 201,Miguel Hidalgo,Entire home/apt,1855.56,2.0,158,4.84,19.4315,-99.21588,149,35
41100220,102 Loft Moderno y con estilo,Benito Juárez,Entire home/apt,1240.0,1.0,310,4.58,19.38555,-99.1813,250,13
41102380,Smart Apartment,Benito Juárez,Entire home/apt,2974.67,3.0,20,4.9,19.3624,-99.14759,254,1
41183941,Depto Completo Grande Privado Iztapalapa Tlahuac,Iztapalapa,Entire home/apt,1163.0,1.0,31,4.71,19.32239,-99.04636,180,5
41190462,"Increíbles vistas de CDMX , céntrico y gimnasio.",Álvaro Obregón,Entire home/apt,1648.0,2.0,144,4.81,19.38697,-99.19625,338,1
41190601,Departamento nuevo para estrenarlo,Miguel Hidalgo,Private room,1353.0,7.0,0,4.84,19.45892,-99.18561,178,2
41194788,"Wonderful apt with 2 bed 2.5 bath, private terrace",Miguel Hidalgo,Entire home/apt,2337.13,1.0,136,4.87,19.43219,-99.21577,270,35
41210164,Renovated Condesa apt on Amsterdam: Modern & Cozy!,Cuauhtémoc,Entire home/apt,3271.37,3.0,133,4.92,19.40954,-99.16929,180,1
41104609,#1 Departamento Embajada USA/Estadio GNP a 30 min,Cuauhtémoc,Entire home/apt,3502.16,1.0,34,4.79,19.42948,-99.15616,354,1
41738776,Alojamiento en habitación / Coyoacán CDMX,Coyoacán,Private room,490.71,2.0,202,4.69,19.33519,-99.15155,269,2
41742847,Santa Fe práctico estudio independiente Bed & Brec,Cuajimalpa de Morelos,Private room,651.0,1.0,24,4.58,19.34682,-99.29071,283,2
41749197,Estudio Balbuena 1,Venustiano Carranza,Private room,684.71,2.0,68,4.87,19.4155,-99.10876,325,3
41768792,CASA SAUTO 2 Suites in Historic building/sleeps 8,Cuauhtémoc,Entire home/apt,3886.74,1.0,40,4.9,19.43526,-99.13431,277,11
41775381,Bonita recámara para ver el cielo.,Venustiano Carranza,Private room,1370.0,1.0,29,4.93,19.41826,-99.08835,360,2
41777234,Casa Rosa Mexicano,Cuauhtémoc,Entire home/apt,1783.25,4.0,12,4.92,19.43431,-99.16085,264,2
41778225,Acogedor departamento en excelente zona,Benito Juárez,Entire home/apt,2283.0,1.0,77,4.94,19.37034,-99.17413,304,1
41788238,Best Location Polanco - 2B 2B Condo work & travel,Miguel Hidalgo,Entire home/apt,3580.0,2.0,111,4.85,19.43486,-99.1911,309,1
41799304,Entire apartment in the heart of Rome,Cuauhtémoc,Entire home/apt,1082.98,2.0,142,4.87,19.41469383239746,-99.15899658203124,195,1
41800618,Indescriptible habitación !!!!!!!!!!!,Azcapotzalco,Private room,554.0,1.0,105,4.9,19.47887,-99.18006,260,1
41800684,Jacarandas 100-4,Álvaro Obregón,Entire home/apt,1407.67,3.0,70,4.81,19.35053,-99.22833,296,3
41803523,Tu rincón en CDMX a pasos del bosque,Miguel Hidalgo,Entire home/apt,1362.0,1.0,204,4.85,19.41951,-99.17986,172,8
41214363,Santa María la Ribera y..  ¿por que no? Somos Tres,Cuauhtémoc,Private room,457.0,1.0,130,4.75,19.45038,-99.15498,99,2
41215451,Designer apartment,Cuauhtémoc,Entire home/apt,3027.33,3.0,49,4.94,19.40863,-99.1762,225,2
41237638,Entrada independiente H Angeles/ARTZ/GN/IPPC/Pemex,La Magdalena Contreras,Private room,753.0,1.0,168,4.92,19.31465,-99.22514,243,3
41241672,FLO Cuarto a 20 min caminando a Estadio CDMX WC26,Tlalpan,Private room,970.0,1.0,115,4.92,19.292261,-99.155396,234,10
41242900,Double Room with Double Beds | Del Valle,Benito Juárez,Private room,1302.0,1.0,48,4.77,19.37812,-99.1672,250,6
41264602,Tranquilidad Tlalpense,Tlalpan,Private room,1204.0,1.0,77,4.88,19.302782,-99.176964,365,5
41272652,Comfortable room in central area of Mexico City,Benito Juárez,Private room,941.5,2.0,32,4.88,19.391853,-99.182915,273,2
41817727,"El Jardín del Colibrí, a 3 calles de Reforma.",Cuauhtémoc,Private room,734.33,3.0,103,4.68,19.43277,-99.16,356,3
41818414,Suite A Minimalista,Coyoacán,Entire home/apt,1141.5,2.0,210,4.79,19.30721,-99.18806,116,3
41819543,Suite B Minimalista,Coyoacán,Entire home/apt,1141.5,2.0,175,4.83,19.3085,-99.18718,90,3
41819694,Suite C Minimalista,Coyoacán,Entire home/apt,1535.0,2.0,143,4.86,19.30892,-99.18892,117,3
41821635,HIGH SPEED WIFI Apartment -Viveros Park Coyoacán,Álvaro Obregón,Entire home/apt,2027.0,3.0,110,4.84,19.35099,-99.17877,255,3
41822943,"Room 1 Casa Roma, live as a local",Cuauhtémoc,Private room,538.8,5.0,26,4.77,19.40659,-99.16265,279,8
41824584,Departamento con 2 recámaras privadas y amenidades,Benito Juárez,Entire home/apt,1279.0,1.0,0,4.84,19.3604,-99.16242,80,1
41825274,"Room 2 Casa Roma, nomad retreated and terrace view",Cuauhtémoc,Private room,570.67,6.0,17,4.59,19.40648,-99.16274,339,8
41825521,"Luxurious building, heated pool and more, Condesa",Cuauhtémoc,Entire home/apt,2598.0,1.0,169,4.96,19.41512,-99.17014,102,4
41830586,Remanso de Paz,Azcapotzalco,Entire home/apt,468.0,3.0,33,4.55,19.46982,-99.18451,90,1
41835123,Beautiful well located apartment (Colonia Juárez),Cuauhtémoc,Entire home/apt,1164.0,2.0,300,4.62,19.42905,-99.158,230,1
41837441,"GUILLE by Don Jacinto, Family Apartment",Cuauhtémoc,Entire home/apt,4677.71,2.0,119,4.92,19.41799,-99.17585,272,6
41840558,1.Hola viajeros Bienvenidos a la ciudad de México,Coyoacán,Private room,335.0,1.0,102,4.86,19.32537,-99.1391,128,2
41273057,Comfortable room with own bathroom in central area,Benito Juárez,Private room,941.5,2.0,76,4.91,19.39069,-99.18356,273,2
41290719,Exclusive apartment Polanco with parking/pool/gym,Miguel Hidalgo,Entire home/apt,1674.0,2.0,36,4.47,19.43845,-99.18089,97,13
41294785,Depa nuevo moderno entero Tacuba Centro IPADE,Miguel Hidalgo,Entire home/apt,1750.0,2.0,74,4.85,19.459959030151367,-99.18637084960938,50,1
41312416,One Bedroom Suite Free Breakfast Next Camino Real,Miguel Hidalgo,Entire home/apt,981.67,1.0,188,4.94,19.42897,-99.17668,56,3
41315133,Cómodo departamento bien ubicado.,Benito Juárez,Entire home/apt,1273.33,3.0,58,4.84,19.39963,-99.14538,232,1
41320454,Next Camino Real Polanco free breakfast at my cafe,Miguel Hidalgo,Entire home/apt,1198.0,1.0,159,4.96,19.4287,-99.17781,44,3
41321591,"Apartament, gym and swimming pool",Benito Juárez,Entire home/apt,2387.0,1.0,6,4.67,19.37382,-99.18813,91,3
41336984,Casa Napoles,Benito Juárez,Entire home/apt,1780.4,3.0,72,4.88,19.37525,-99.18543,363,2
41343867,Departamento de lujo ideal si vas a Santa Fe,Cuajimalpa de Morelos,Entire home/apt,1643.5,1.0,46,5.0,19.34687,-99.30881,147,1
41370326,Mexican design loft in grand colonial house,Cuauhtémoc,Entire home/apt,942.61,3.0,106,4.55,19.43029,-99.14932,307,1
41841255,Room 3 Casa Roma,Cuauhtémoc,Private room,610.67,6.0,7,5.0,19.40833,-99.1628,346,8
41841375,"Room 5 Casa Roma, ideal space for foreigners",Cuauhtémoc,Private room,684.8,5.0,21,4.62,19.40667,-99.16118,349,8
41841501,"Room 7 Casa Roma, cozy bedroom close to everything",Cuauhtémoc,Private room,616.4,5.0,19,4.63,19.40866,-99.16196,306,8
41841538,"Room 8 Casa Roma, a charming room",Cuauhtémoc,Private room,648.67,5.0,27,4.85,19.40841,-99.16265,357,8
41841576,"Room 10: Casa Roma, comfort and a private terrace",Cuauhtémoc,Private room,671.5,5.0,18,4.89,19.40656,-99.16155,337,8
41841830,"Apt near Roma Norte, Centro Histórico and Condesa",Cuauhtémoc,Entire home/apt,2021.33,1.0,10,4.9,19.41457,-99.14751,120,2
41853011,Room in Roma Condesa,Cuauhtémoc,Private room,855.0,2.0,20,5.0,19.41319,-99.16786,60,1
41858523,Departamento cerca del Foro Sol & Aeropuerto,Venustiano Carranza,Entire home/apt,1426.47,2.0,67,4.81,19.43567,-99.10227,285,1
41859294,Dormitorio individual en departamento,Miguel Hidalgo,Private room,286.0,1.0,198,4.94,19.44748,-99.17383,107,2
41860102,V Amplia Hermosa habitación Jardines en la Montaña,Tlalpan,Private room,1541.0,2.0,19,5.0,19.29868,-99.20362,89,2
41861183,"Linda recamara. Cozy bedroom, nice neighborhood.",Benito Juárez,Private room,810.5,2.0,59,5.0,19.37896,-99.16786,43,1
41862135,Cómoda habitación amueblada,Álvaro Obregón,Private room,628.0,1.0,4,5.0,19.31705,-99.26373,270,1
41864125,Room in the heart of CDMX Chapultepec Polanco,Miguel Hidalgo,Private room,1556.33,3.0,8,4.63,19.41419,-99.1847,305,8
41876509,Acogedor departamento en Tlatelolco,Cuauhtémoc,Entire home/apt,822.0,1.0,5,4.8,19.45266,-99.13458,241,2
41374906,Habitación en el corazón de la Cuauhtémoc,Cuauhtémoc,Private room,485.0,2.0,104,4.91,19.42612,-99.17526,55,1
41384748,"Departamento frente a la T1,  fácil y seguro",Venustiano Carranza,Entire home/apt,970.0,1.0,539,4.62,19.43502,-99.08529,342,1
41878933,Condesa Tropical Queen Size Room,Cuauhtémoc,Private room,1364.0,2.0,0,4.84,19.4087,-99.17133,179,4
41885429,Master Suite en Santa Fe,Cuajimalpa de Morelos,Private room,817.08,5.0,25,4.96,19.35739,-99.2851,346,1
41885554,Espacioso depa a pasos de Chapultepec,Cuauhtémoc,Entire home/apt,1255.29,2.0,125,4.78,19.41746,-99.17859,260,8
41886089,Rento bonita recámara en zona de Coyoacán,Coyoacán,Private room,342.5,5.0,73,4.95,19.33843,-99.12126,273,2
41886831,"Departamento en el Centro Histórico, de la CDMX!",Cuauhtémoc,Entire home/apt,1307.79,2.0,186,4.7,19.43833,-99.14094,316,2
41904919,VILLA LUCIANA CDMX,Coyoacán,Entire home/apt,622.0,2.0,108,4.75,19.33227,-99.13459,335,2
41906181,"Moderna 2, cerca Estadio GNP/Zócalo, zona segura!",Benito Juárez,Entire home/apt,989.5,2.0,72,4.63,19.39328,-99.13576,228,6
41909441,"Departamento, a 15 min del Centro y Coyoacán",Benito Juárez,Entire home/apt,1335.33,3.0,160,4.84,19.37137,-99.13925,306,2
41924238,"Cozy house in Coyoacan center, Casa Aguacate",Coyoacán,Entire home/apt,2525.0,3.0,120,4.91,19.34931,-99.17232,249,1
41932690,Privileged location in the heart of Mexico City.,Cuauhtémoc,Entire home/apt,1341.0,2.0,82,4.74,19.43728,-99.1288,259,1
41938548,"1 Hab individual cerca de Foro sol, Palacio Deport",Iztacalco,Private room,500.0,1.0,76,4.87,19.39641,-99.10389,88,2
41939022,"1 Hab individual cerca de Foro sol, Palacio Deport",Iztacalco,Private room,500.0,1.0,71,4.85,19.39641,-99.10389,88,2
41397000,"Planta baja, Hospital 20 de noviembre, Del Valle.",Benito Juárez,Entire home/apt,1883.0,1.0,210,4.72,19.37127,-99.17115,335,6
41405924,Depto atico a 1 calle del metro polanco,Miguel Hidalgo,Entire home/apt,1799.0,1.0,11,4.55,19.43377,-99.19068,276,6
41406041,Recámara doble para viajes de placer o negocios,Miguel Hidalgo,Private room,856.0,3.0,21,4.86,19.40382,-99.19191,270,4
41406095,"Depto 1 recamara, amueblado 1 calle de metro",Miguel Hidalgo,Entire home/apt,1400.0,1.0,118,4.76,19.43321,-99.18911,303,6
41406162,"Depto de 2 recamaras, a 1 calle del metro polanco",Miguel Hidalgo,Entire home/apt,1649.0,1.0,8,4.63,19.43371,-99.18887,298,6
41407365,"Moderna 3, cerca Estadio GNP/Zócalo, zona segura!",Benito Juárez,Entire home/apt,939.5,2.0,61,4.7,19.39144,-99.1335,229,6
41411743,Habitación con balcón en Roma,Cuauhtémoc,Private room,513.57,1.0,73,4.93,19.40485,-99.15911,207,4
41415092,Habitación de la terraza #3,Benito Juárez,Private room,303.67,3.0,109,4.98,19.39122,-99.14842,282,3
41429079,Espaciosa Casa en el Corazón de Condesa,Cuauhtémoc,Entire home/apt,5343.33,3.0,129,4.6,19.41727,-99.16743,126,9
41431193,Te sentirás como en casa,Benito Juárez,Entire home/apt,1598.0,1.0,0,4.84,19.37442,-99.15291,91,1
41942179,Habitación de la terraza #2,Benito Juárez,Private room,303.67,3.0,95,4.96,19.39148,-99.15017,304,3
41955622,Mejor que un hostal pero en el. Centro de coyoacan,Coyoacán,Private room,381.0,1.0,48,4.83,19.34162,-99.15772,311,1
41956503,⚡️New Stylish Luxe w/Rooftop & Gym in ♥ of CONDESA,Cuauhtémoc,Entire home/apt,1569.5,2.0,1,5.0,19.41428,-99.1652,153,4
41957360,Room in Chapultepec: Close to Reforma & Roma,Miguel Hidalgo,Private room,1022.33,3.0,10,4.0,19.41522,-99.18404,305,8
41973347,Pichu home/zafiro-Habitación,Tlalpan,Private room,802.31,1.0,187,4.82,19.29263,-99.18061,361,9
41979470,Suite King size a 5 min. de la Plaza de Toros (1),Benito Juárez,Private room,1254.0,1.0,47,4.74,19.38819,-99.17964,363,4
41980075,Habitación King cerca del Pepsi Center (2),Benito Juárez,Private room,1255.0,1.0,49,4.69,19.38942,-99.17962,365,4
41980772,Habitación queen cómoda cerca WTC y Plaza toros(4),Benito Juárez,Private room,1144.0,1.0,189,4.76,19.38956,-99.17964,361,4
41981075,Amplia y cómoda suite  cerca del WTC y HIP (5),Benito Juárez,Private room,1258.0,1.0,60,4.77,19.38889,-99.1776,365,4
41993601,Cozy apartment that makes you feel like a local,Benito Juárez,Entire home/apt,1262.3,1.0,87,4.41,19.39633,-99.15837,364,2
41996054,Hermoso departamento enla mejor ubicación Polanco,Miguel Hidalgo,Entire home/apt,2756.0,2.0,10,4.8,19.43246,-99.19019,171,2
42002260,3Habitación Privada confortable a 5 min Aeropuerto,Gustavo A. Madero,Private room,1484.0,1.0,25,4.88,19.45067,-99.06098,365,4
42002491,1Habitación Privada confortable a 5 min Aeropuerto,Gustavo A. Madero,Private room,1085.0,1.0,8,4.88,19.44987,-99.06322,89,4
42004336,Amplia Habitación con balcón vista calle 5 min WTC,Benito Juárez,Private room,1258.0,1.0,83,4.88,19.38972,-99.17971,264,4
41435593,Private apartment Tlalpan Centro,Tlalpan,Entire home/apt,1141.5,2.0,55,4.69,19.28711,-99.16276,17,1
41452689,BIG Apartment to Big Groups CDMX Airport Foro Sol,Venustiano Carranza,Entire home/apt,1688.0,1.0,54,4.83,19.44193,-99.11157,88,8
41460828,Casita familiar hermosa y acogedora.,Iztapalapa,Entire home/apt,799.0,1.0,0,4.84,19.3256,-99.07419,173,1
41467721,Cozy apartment in Col. del Valle,Benito Juárez,Entire home/apt,1484.0,1.0,138,4.85,19.37171,-99.17126,79,1
42004928,805 Downtown Boutique Apartment view to Alameda,Cuauhtémoc,Entire home/apt,1497.0,1.0,187,4.84,19.43384,-99.14587,252,36
42007065,Habitación privada Nápoles cerca Pepsi Center (10),Benito Juárez,Private room,1255.0,1.0,54,4.61,19.388308666746816,-99.17972001173648,267,4
42026184,Hermoso apartamento cerca de Hipodromo Condesa,Miguel Hidalgo,Entire home/apt,2727.5,2.0,118,4.73,19.40892,-99.18988,270,2
42026440,Cómoda Habitación privada a uno pasos del WTC (8),Benito Juárez,Private room,1142.0,1.0,168,4.77,19.38961674649109,-99.17964707248164,269,4
42044766,Renta de Habitación céntrica CDMX,Cuauhtémoc,Private room,664.08,7.0,0,4.84,19.45888,-99.15704,365,1
42044883,Habitación en Nápoles- baño privado A/AC cerca WTC,Benito Juárez,Private room,1139.0,1.0,68,4.81,19.38799,-99.17964,270,4
42048426,Departamento de 2 habitaciones junto al WTC,Benito Juárez,Entire home/apt,3424.0,1.0,24,4.58,19.39539,-99.17678,364,5
42049980,Beautiful apartment & amenities Carso @ Polarea,Miguel Hidalgo,Entire home/apt,2213.88,1.0,133,4.56,19.44334,-99.20551,209,9
42063652,TU5|5BR|Condesa | local co | Group Travel,Cuauhtémoc,Entire home/apt,7259.79,3.0,49,4.8,19.41333,-99.17353,334,21
42070528,CASA ZAPATA CONDESA /^^^^^\,Cuauhtémoc,Private room,1227.0,1.0,144,4.79,19.41238,-99.1715,96,7
42097145,Sun-filled loft in the heart of Condesa,Cuauhtémoc,Entire home/apt,1986.0,2.0,161,4.85,19.40788,-99.17584,226,2
42097804,Cuauhtémoc Corporate 4 guest embajada al lado,Cuauhtémoc,Entire home/apt,2169.0,1.0,109,4.64,19.43084,-99.16753,210,22
42101063,Amplia habitación con baño privado,Benito Juárez,Private room,1712.0,1.0,2,3.0,19.39779,-99.17223,364,5
41471738,"Comfortable, clean and equipped in Coyoacán, Alexa",Coyoacán,Entire home/apt,2267.33,3.0,23,4.96,19.34555,-99.13584,192,1
41475387,Condesa homie,Cuauhtémoc,Private room,821.67,5.0,9,4.89,19.40747,-99.16942,351,3
41478322,Gran departamento frente al Aeropuerto!!,Venustiano Carranza,Entire home/apt,1073.0,1.0,678,4.65,19.43639,-99.08392,237,5
41483170,DN Boutique Living. Frente a Parque. Seguridad 24h,Benito Juárez,Entire home/apt,2545.0,4.0,24,4.92,19.37593,-99.15729,342,1
41496693,Lovely home near Coyoacan in safe gated community!,Benito Juárez,Entire home/apt,1505.0,2.0,10,5.0,19.36018,-99.15861,213,1
41527815,Bello departamento en Vistas Polanco alado de BBVA,Miguel Hidalgo,Entire home/apt,1854.5,2.0,47,4.57,19.44253,-99.18348,326,1
41534145,ROMA NORTE edificio de los años 1940,Cuauhtémoc,Entire home/apt,3566.25,4.0,0,4.84,19.41297,-99.15819,89,1
41537196,"Habitación privada en Zona Residencial, Coyoacán",Coyoacán,Private room,503.5,1.0,224,4.94,19.3077595,-99.1204468,80,1
42114780,View Coyoacan,Coyoacán,Entire home/apt,1706.5,1.0,145,4.85,19.35141,-99.17644,263,1
42116004,LON Cuarto a 20 min caminando a Estadio CDMX WC26,Tlalpan,Private room,457.0,1.0,211,4.91,19.292261,-99.155396,263,10
42133192,Apartment with Panoramic View of DTWN & Reforma,Cuauhtémoc,Entire home/apt,2227.0,1.0,209,4.84,19.43894,-99.14908,129,16
42136051,Polar Room,Azcapotzalco,Private room,400.0,1.0,34,4.74,19.47912,-99.2086,179,3
42136595,Mexican 2BR -2Bath of Condesa- Wifi High•Speed,Cuauhtémoc,Entire home/apt,2069.08,1.0,159,4.81,19.40907,-99.17226,146,48
42152820,Designer Double-Height apartment | Mexico City,Benito Juárez,Entire home/apt,1390.33,2.0,46,4.76,19.4014,-99.1456,79,7
42157781,Casa Tao,Álvaro Obregón,Entire home/apt,1845.0,3.0,6,4.17,19.34049,-99.22443,365,2
42179953,3 Recamaras! Depto equipado / 3 Bed Room Apartment,Iztapalapa,Entire home/apt,1140.2,5.0,2,5.0,19.36944,-99.12173,359,1
42182434,Stylish Loft Container - 1st floor - Roma Norte,Cuauhtémoc,Entire home/apt,1125.0,2.0,98,4.69,19.42052,-99.1578,252,7
42195554,Edificio Victoria Condesa Depto 2,Cuauhtémoc,Entire home/apt,2682.0,1.0,184,4.83,19.41472,-99.17453,282,4
42196645,Habitación con baño privado,Tlalpan,Private room,993.0,1.0,132,4.83,19.278477823608547,-99.1661323399329,280,4
42197833,Depto Doble c/ Amplio Jardín | Plaza Río Janeiro,Cuauhtémoc,Entire home/apt,2326.52,1.0,193,4.68,19.41966609792969,-99.16103804071253,217,24
42201652,Cabañita,Tlalpan,Entire home/apt,799.0,1.0,8,4.88,19.20156,-99.15957,90,2
42202314,Beautiful Loft,Benito Juárez,Entire home/apt,1667.0,1.0,357,4.7,19.396215,-99.166595,336,1
41551745,Rey’sPlace-Comfy&Spacious at Great Location inCDMX,Cuauhtémoc,Entire home/apt,2535.43,2.0,235,4.83,19.43388,-99.16358,281,2
41559690,Depto 7 a 11 Huéspedes. Cómodo y Muy Céntrico,Venustiano Carranza,Entire home/apt,1598.0,1.0,157,4.76,19.42691,-99.10771,324,1
41561136,VEN Cuarto a 20 min caminando a Estadio CDMX WC26,Tlalpan,Private room,970.0,1.0,156,4.92,19.292261,-99.155396,238,10
41570454,Casárbol en el Ombligo dela Ciudad,Cuauhtémoc,Private room,386.5,2.0,27,4.81,19.41261,-99.13206,327,1
41585502,"Departamento Entero en la Condesa, CDMX",Cuauhtémoc,Entire home/apt,2100.0,2.0,49,4.82,19.40751,-99.17862,308,1
41589332,DEPARTAMENTO SEGURO Y COMODO,Cuauhtémoc,Entire home/apt,1141.5,2.0,40,4.5,19.40428,-99.14029,82,1
41590641,Departamento minimalista en la Ciudad de México.,Azcapotzalco,Entire home/apt,1118.0,1.0,580,4.82,19.48222,-99.19507,211,1
41595009,"1BR Lila,Juarez,Angel,Zona Rosa-Reforma-Roma Norte",Cuauhtémoc,Private room,858.55,3.0,26,4.96,19.42592,-99.162,229,3
41596797,Loft  97.  Loft cerca de Av Paseo de la reforma.,Cuauhtémoc,Entire home/apt,999.0,2.0,8,3.75,19.43345,-99.16005,364,1
41597278,1BR Azul Juarez-Angel-Reforma-Zona Rosa|Roma Norte,Cuauhtémoc,Private room,650.58,3.0,28,5.0,19.42593,-99.16141,336,3
41617155,Spacious 2-Story Penthouse in Colonia Juarez,Cuauhtémoc,Entire home/apt,2286.33,3.0,49,4.92,19.42557,-99.16416,253,1
41619854,1BR Apt PH+AC+1Gbps+Gym+Terrce+SocialBar+PanorView,Cuauhtémoc,Entire home/apt,1974.29,7.0,25,5.0,19.40848,-99.17114,269,10
41624381,Habitación Loft con Terraza privada en Coyoacán,Coyoacán,Private room,570.59,1.0,526,4.5,19.33685,-99.14989,263,1
41636512,Next Camino Real Polanco free breakfast at my cafe,Miguel Hidalgo,Entire home/apt,1695.0,1.0,183,4.97,19.4287,-99.17781,36,3
42203693,Stay right next to Condesa & Chapultepec Park,Miguel Hidalgo,Entire home/apt,1434.33,3.0,175,4.83,19.41888,-99.18016,201,8
42204609,"Mi KSITA cerca Estadio GNP, AICM, Palacio Deportes",Iztacalco,Entire home/apt,2511.0,2.0,10,4.8,19.38857,-99.06435,178,2
42204728,Steps away from Condesa & Chapultepec,Cuauhtémoc,Entire home/apt,1243.88,3.0,106,4.84,19.41761,-99.17823,244,8
42205209,Depto moderno junto a Chapultepec y Condesa,Miguel Hidalgo,Entire home/apt,1430.33,3.0,152,4.77,19.41905,-99.17819,198,8
42205701,Dpto céntrico junto al Bosque de Chapultepec,Miguel Hidalgo,Entire home/apt,1255.33,3.0,130,4.86,19.41745,-99.18035,208,8
42205867,Camina a Estadio GNP | Depto. + Aeropuerto,Iztacalco,Entire home/apt,1958.83,1.0,51,4.9,19.40485,-99.11425,327,6
42206155,Ubicación ideal para explorar la ciudad,Miguel Hidalgo,Entire home/apt,1236.33,3.0,111,4.9,19.41787,-99.17966,206,8
42216363,Departamento cómodo muy Cercano al aeropuerto T2,Venustiano Carranza,Entire home/apt,828.12,1.0,190,4.72,19.41656,-99.0801,292,7
42220947,"Best location, private terrace, quiet neighborhood",Miguel Hidalgo,Entire home/apt,1826.0,1.0,77,4.95,19.42795,-99.17635,86,1
42224748,Rooftop Vibes+Poolside Chillin | Chic Urban Apt,Miguel Hidalgo,Entire home/apt,2942.28,1.0,938,4.77,19.43801,-99.19981,364,11
42229424,Pintoresco Dpto con excelente ubicación en Condesa,Cuauhtémoc,Entire home/apt,1358.0,1.0,209,4.73,19.41592,-99.16764,234,4
42234735,San Lorenzo Olivos Constitución c Estacionamiento,Iztapalapa,Entire home/apt,470.75,4.0,27,4.78,19.31816,-99.04591,365,5
42257887,Trendy y super cool en el corazón de la  Condesa.,Cuauhtémoc,Private room,1655.0,1.0,0,4.84,19.41186,-99.17139,181,27
41640679,"Bonita e iluminada habitación, zona céntrica. (12)",Benito Juárez,Private room,1141.0,1.0,113,4.77,19.3897,-99.17785,365,5
41640968,GREAT King Suite 5 mins away from WTC/HIP (14),Benito Juárez,Private room,1256.0,1.0,65,4.58,19.388622,-99.178566,362,5
41641319,Nueva y acogedora habitación cerca del WTC (15),Benito Juárez,Private room,1142.0,1.0,210,4.7,19.38964,-99.17795,365,5
41641689,Habitación con balcón propio cerca de WTC/HIP (16),Benito Juárez,Private room,1143.0,1.0,161,4.75,19.38812,-99.17971,363,5
41641899,"AMPLIA suite con balcón //WTC,Pepsi Center, HIP",Benito Juárez,Private room,1257.0,1.0,140,4.63,19.38762,-99.17889,365,5
42259239,Solo quien disfrute la privacidad,Tlalpan,Private room,689.0,1.0,32,4.91,19.28211,-99.18868,229,7
42270625,Freshly Renovated Classical Roma Townhouse,Cuauhtémoc,Entire home/apt,2864.36,2.0,261,4.9,19.41103,-99.16412,325,3
42271210,Le cœur de « nuevo polanco » avec terrasse privée,Miguel Hidalgo,Entire home/apt,2282.35,1.0,32,4.75,19.44363,-99.20094,334,4
42272228,Rooftop w/Mega Views+Pool | Refined Stay w/Balcony,Miguel Hidalgo,Entire home/apt,3257.76,1.0,365,4.74,19.43801,-99.19981,365,11
