id,name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,latitude,longitude,availability_365,calculated_host_listings_count
35797,Villa,Cuajimalpa de Morelos,Private room,10412.0,1.0,0,4.84,19.38283,-99.27178,363,1
70644,Beautiful light Studio Coyoacan- full equipped !,Coyoacán,Entire home/apt,2317.67,3.0,142,4.91,19.35448,-99.16217,247,1
245507,Reforma Ave area / US Embassy / walk everywhere,Cuauhtémoc,Entire home/apt,1642.0,1.0,415,4.85,19.4236,-99.16979,222,4
247543,"Independent studio, top location",Cuauhtémoc,Entire home/apt,1107.0,3.0,174,4.91,19.43516,-99.13806,138,2
261897,Charming 1 bedroom loft w/ balcony in Roma/condesa,Cuauhtémoc,Entire home/apt,2847.2,5.0,363,4.77,19.41877,-99.17199,167,1
287940,Furnished lovely cozy studio,Cuauhtémoc,Entire home/apt,832.0,1.0,461,4.59,19.41236,-99.17533,345,13
326296,WONDERFUL ROOM IN COYOACAN HOUSE,Coyoacán,Private room,975.67,3.0,240,4.81,19.34034,-99.18345,183,2
362583,Spacious Modern Apt. with Parking Near Reforma Ave,Cuauhtémoc,Entire home/apt,1870.67,3.0,52,4.88,19.43165,-99.17132,258,1
375032,Hermosa Casa en Condesa - 6 Habitaciones,Cuauhtémoc,Private room,15000.0,1.0,53,4.7,19.4075,-99.17561,351,10
386265,"Room colonial, green, Coyoacán (Women only)",Coyoacán,Private room,433.0,4.0,23,4.7,19.3424,-99.15419,213,1
419110,Comfy clean Roøm @Cozy apartment,Cuauhtémoc,Private room,720.67,3.0,49,4.84,19.41017,-99.17886,88,1
454693,Condesa: Ideal for Tourism and Remote Work,Cuauhtémoc,Entire home/apt,2805.55,1.0,293,4.9,19.40835638269101,-99.17329884322169,56,1
67703,"2 bedroom apt. deco bldg, Condesa",Cuauhtémoc,Entire home/apt,2182.33,3.0,53,4.9,19.41152,-99.16857,336,1
165772,BEST 5 Bedroom HOUSE IN S. Miguel Chapultepec,Miguel Hidalgo,Entire home/apt,5064.0,2.0,398,4.88,19.40826,-99.18659,212,3
171109,Cool room near WTC and Metrobus,Benito Juárez,Private room,499.27,4.0,127,4.85,19.39675,-99.17581,331,4
204887,"Traditional neighborhood: Escandón, Condesa & Roma",Cuauhtémoc,Entire home/apt,1141.33,3.0,32,4.65,19.4059,-99.17548,343,1
246057,The best location! Reforma/Zona Rosa/Roma!,Cuauhtémoc,Entire home/apt,1883.0,1.0,313,4.86,19.42335,-99.16963,274,4
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,Miguel Hidalgo,Entire home/apt,4825.5,2.0,324,4.91,19.40663,-99.18653,212,3
271048,Great location in Mexico City,Miguel Hidalgo,Entire home/apt,1835.2,5.0,14,4.93,19.42485,-99.17797,362,1
331030,"Rento Recámara, Baño privado, Coyoacán Conchita",Coyoacán,Private room,1484.0,2.0,0,4.84,19.34549,-99.15872,364,1
868986,Business Suite BLUE near Reforma Av,Cuauhtémoc,Entire home/apt,1250.0,2.0,34,4.94,19.4306,-99.17074,289,4
869063,Business Suite BLACK near Reforma,Cuauhtémoc,Hotel room,1589.0,2.0,49,4.92,19.43052,-99.17003,309,4
883511,Cozy House with Roofterrace group 29 pax Center DF,Cuauhtémoc,Entire home/apt,3714.87,1.0,291,4.79,19.44207,-99.14797,251,6
458808,Suites Havre-Departamento Col. Juárez,Cuauhtémoc,Entire home/apt,1164.0,1.0,192,4.5,19.42675,-99.1613,98,17
499553,"Deluxe 4-BR penthouse, views, historic center",Cuauhtémoc,Entire home/apt,6502.67,3.0,27,4.92,19.43621,-99.13874,45,2
501037,The best cheap flat in La Condesa!!,Cuauhtémoc,Entire home/apt,1483.6,4.0,180,4.81,19.41578,-99.17425,166,2
517503,Nice big room near airport,Venustiano Carranza,Private room,742.0,1.0,390,4.59,19.43784,-99.07903,350,1
913084,15 blocks from Paseo de la Reforma,Miguel Hidalgo,Entire home/apt,1084.5,2.0,193,4.76,19.43956,-99.17263,322,1
939721,Loft with garden and private terrace in Roma Norte,Cuauhtémoc,Entire home/apt,2006.33,3.0,567,4.84,19.42288,-99.15488,283,3
1001517,Colonial House Downtown Coyoacan,Coyoacán,Entire home/apt,3096.67,3.0,95,4.84,19.3461,-99.15911,231,3
1013504,"OASIS IN COYOACAN, SHARED HOUSE",Coyoacán,Private room,425.5,2.0,86,4.94,19.34034,-99.18345,172,2
1051636,Chilango chic: room historic Condesa DF,Cuauhtémoc,Private room,1122.5,2.0,31,4.84,19.40592,-99.1691,364,1
1066945,"Villa Alfonsina, Heart of Coyoacan",Coyoacán,Private room,1488.0,2.0,155,4.94,19.35445,-99.16251,290,4
1087636,Apartment at south of Mexico city,Coyoacán,Private room,685.0,1.0,55,4.91,19.30523,-99.18356,362,1
1167552,"Big private room with studio, Roma Mexico City.",Cuauhtémoc,Private room,989.33,3.0,188,4.87,19.41317,-99.15735,341,1
1288566,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,Miguel Hidalgo,Entire home/apt,5127.0,1.0,255,4.89,19.43179,-99.19426,252,2
1309198,Linda y práctica habitación tipo estudio,Coyoacán,Private room,2283.0,1.0,5,5.0,19.34356,-99.1286,200,2
1403168,Habitación disponible,Miguel Hidalgo,Private room,1083.0,1.0,2,5.0,19.40288,-99.17884,362,1
1403218,HOUSE INDIGO IN THE CEN. OF MEX CITY,Cuauhtémoc,Entire home/apt,4130.0,1.0,166,4.83,19.44324,-99.14649,273,6
527473,"Nuestro bello departamento, un paraíso en la CDMX.",Cuauhtémoc,Entire home/apt,3284.0,1.0,428,4.9,19.41887,-99.17333,224,1
544105,Polanco great location! Priv Room in Shared Apart,Miguel Hidalgo,Private room,1414.5,2.0,80,4.85,19.44289207458496,-99.20138549804688,99,1
567176,Un descanso en CDMX,Cuauhtémoc,Private room,366.86,7.0,28,4.89,19.45595,-99.15944,363,1
1404363,SPOTLESS beautiful sunny loft in Del Valle,Benito Juárez,Entire home/apt,1170.0,2.0,154,4.78,19.38015,-99.17402,235,1
1411454,Modern Suite in Roma Mansion,Cuauhtémoc,Entire home/apt,1871.53,3.0,381,4.92,19.41701,-99.1658,164,4
1441365,Fancy Furnished Apartment & Great Location,Cuauhtémoc,Entire home/apt,2078.25,1.0,115,4.78,19.42029,-99.17323,138,2
1462549,Charming loft near Reforma Ave.,Miguel Hidalgo,Entire home/apt,1550.0,2.0,150,4.89,19.42833,-99.17634,176,8
1476127,Habitación FRIDA - cocina y balcon compartido,Benito Juárez,Private room,949.6,1.0,366,4.97,19.38021,-99.16878,331,2
1550438,Sun-Drenched Suite Steps from Parque México,Cuauhtémoc,Private room,1746.0,2.0,23,4.9,19.41305,-99.16857,365,2
1555819,New Suite in Vintage Home in Roma/Condesa,Cuauhtémoc,Entire home/apt,1871.53,3.0,395,4.89,19.41535,-99.16702,144,3
1627630,Recline on the Terrace of this 1920s Art Nouveau Mansion,Cuauhtémoc,Entire home/apt,1985.65,3.0,371,4.91,19.41501,-99.16565,156,3
1676923,Two Floor apartment in Porfirian Town House,Cuauhtémoc,Entire home/apt,3388.0,1.0,452,4.91,19.41919,-99.15894,275,2
1727725,"Descansa en la suite del geógrafo, San Angel CDMX",Álvaro Obregón,Private room,3310.0,1.0,39,4.97,19.34923,-99.19307,365,3
1826212,nice apartment in colonia del Valle,Benito Juárez,Entire home/apt,1336.86,7.0,104,4.83,19.38089,-99.17245,275,1
1850394,xolo stays / PH with roof garden and AC,Cuauhtémoc,Entire home/apt,2306.72,2.0,342,4.82,19.43122,-99.15562,347,17
571166,Modern/Hip Furnished Apartment ( S1 Condesa Haus),Cuauhtémoc,Hotel room,3132.0,1.0,1,4.0,19.41346,-99.1775,77,7
583039,"Air Conditioned, Balcony Vista, Central Quiet 12D",Cuauhtémoc,Entire home/apt,1725.0,1.0,166,4.7,19.43361,-99.14515,226,15
607833,Apartment close to the Basílica.,Gustavo A. Madero,Private room,484.33,3.0,6,4.83,19.48321,-99.11241,87,1
613181,90m2 / Mexico City's Hist. downtown,Cuauhtémoc,Entire home/apt,1330.99,3.0,245,4.76,19.43826,-99.1366,343,1
1877286,Beguest Juarez | Mr b&b Partner | King Size | Gym,Cuauhtémoc,Entire home/apt,2275.66,2.0,142,4.69,19.42804,-99.16463,86,28
1919438,Beautiful renovated 1920's Brownstone in Juárez,Cuauhtémoc,Entire home/apt,1366.4,4.0,340,4.7,19.42048,-99.15678,258,1
1945351,"Private room. Near COLMEX, UPN, FLACSO",Tlalpan,Private room,649.0,3.0,4,5.0,19.28356,-99.21837,338,3
1999474,Big sunny flat Plaza Rio de Janeiro,Cuauhtémoc,Entire home/apt,2348.5,4.0,64,4.78,19.42064,-99.16134,93,1
2033931,INTIMATE & COMPLETE STUDIO IN ANZURES,Miguel Hidalgo,Entire home/apt,853.33,2.0,79,4.9,19.42887,-99.17651,203,8
2072354,Coyoacan Historic Studio Apartment,Coyoacán,Entire home/apt,2035.33,3.0,64,4.84,19.35358,-99.16948,329,1
2075738,Amazing apartment Mexico City!!!,Cuauhtémoc,Entire home/apt,3117.33,2.0,125,4.9,19.41909,-99.16043,196,1
2083241,Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,Cuauhtémoc,Entire home/apt,1871.53,3.0,344,4.93,19.4153,-99.16763,160,3
2084093,5 min from CDMX´s airport,Venustiano Carranza,Entire home/apt,584.0,1.0,640,4.53,19.43949,-99.08769,323,5
2094427,Polanco Concept Studio Loft...,Miguel Hidalgo,Entire home/apt,2716.0,3.0,89,4.76,19.43573,-99.18955,119,4
2117709,Nice and luminous apartment in Coyoacan,Coyoacán,Entire home/apt,768.0,3.0,9,4.89,19.34219,-99.15952,107,1
2127400,Stay like a local in Roma Norte,Cuauhtémoc,Private room,3065.5,2.0,177,4.98,19.4191,-99.15904,128,1
642797,"Big Penthouse, Unmatched View. Great Location.",Miguel Hidalgo,Entire home/apt,6757.23,4.0,103,4.9,19.41499,-99.18215,321,1
654106,1 private room in a nice apartment,Miguel Hidalgo,Private room,934.0,4.0,2,5.0,19.44374952436808,-99.184721170445,365,1
704779,"SECURE BEST LOCATION City Center, Tours 104",Cuauhtémoc,Entire home/apt,1101.24,2.0,53,4.85,19.43103,-99.14661,350,15
728372,Casa Indigo in the Center DF groups until 29 Pers,Cuauhtémoc,Entire home/apt,3507.34,1.0,182,4.8,19.44222,-99.14461,253,6
737328,Business Suite BEIGE near Reforma,Cuauhtémoc,Hotel room,1357.0,2.0,26,4.85,19.43059,-99.17073,287,4
741557,Business Suite ORANGE near Reforma,Cuauhtémoc,Entire home/apt,1589.0,2.0,7,4.29,19.43059,-99.17073,87,4
2178349,Full 2 BR condo | Juárez-Reforma | Great location,Cuauhtémoc,Entire home/apt,1997.5,2.0,41,4.85,19.429147720336918,-99.15665435791016,254,2
2228415,Contemporary House with Jacuzzi in San Angel,Álvaro Obregón,Entire home/apt,11297.67,3.0,6,4.83,19.34948,-99.19381,365,3
2238309,"La Condesa, beautiful Loft, GYM & Pool Wifi 800 MB",Cuauhtémoc,Entire home/apt,2339.41,3.0,284,4.89,19.41689,-99.17792,318,2
2267075,"Habitación 2, Insurgentes y Reforma",Cuauhtémoc,Private room,856.0,1.0,22,4.95,19.43356817253434,-99.15863118836056,332,2
2302615,Best Location in the city!!!,Cuauhtémoc,Entire home/apt,2598.0,2.0,2,5.0,19.42911,-99.16582,337,1
2335400,Habitación al sur de la ciudad,Coyoacán,Private room,582.0,2.0,24,4.71,19.308,-99.16682,257,2
2373420,Cultural area of Mexico City,Coyoacán,Private room,571.0,1.0,30,4.87,19.30729,-99.16962,268,2
2401724,Excellent location renovated Apt. Roma/Condesa 1,Cuauhtémoc,Entire home/apt,1842.0,1.0,315,4.87,19.4171,-99.1725,208,4
2406485,En el corazón de la escandón,Miguel Hidalgo,Private room,708.0,2.0,44,4.75,19.40103,-99.17618,245,1
2419999,Mejor Ubicación - Hilton Reforma Seguro 105,Cuauhtémoc,Entire home/apt,1105.04,2.0,55,4.71,19.43432,-99.14581,252,15
2444573,Cozy Apartment near Coyoacan’s heart - Acacias,Benito Juárez,Entire home/apt,1426.5,1.0,26,4.96,19.36229,-99.17355,114,1
2447795,Cozy loft near park,Miguel Hidalgo,Entire home/apt,1452.75,4.0,37,4.73,19.41245,-99.18961,166,2
760912,"Stylish bachelor pad in La Roma, DF",Cuauhtémoc,Private room,831.0,1.0,5,4.75,19.40891,-99.16083,363,1
817291,Live Mexico City Like a Small Town,Benito Juárez,Entire home/apt,2003.0,2.0,98,4.88,19.38468,-99.17708,27,1
828714,Apartment with Internet & 2 cable TV's,Coyoacán,Entire home/apt,1588.0,2.0,28,4.71,19.34183,-99.15533,244,1
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,Cuauhtémoc,Private room,748.0,1.0,159,4.79,19.44262,-99.14566,276,6
3586379,"Great apartment in Roma Sur, 1 bedroom / 1 office",Cuauhtémoc,Entire home/apt,2567.75,2.0,25,4.96,19.40702,-99.16002,286,2
3595167,Independent stay near Independence Angel - Reforma,Cuauhtémoc,Entire home/apt,947.0,1.0,431,4.7,19.43139,-99.1703,249,2
2484037,Loft in the fun part of Condesa,Cuauhtémoc,Entire home/apt,1409.67,3.0,168,4.64,19.41059,-99.17501,117,2
2494179,Loft con terraza en el corazón de la Condesa,Cuauhtémoc,Entire home/apt,1369.5,2.0,0,4.84,19.41051,-99.17468,319,1
2519535,"Villa María, Heart of Coyoacan",Coyoacán,Private room,1348.5,2.0,67,4.75,19.35418,-99.16338,276,4
2521698,Art Deco in Condesa King,Cuauhtémoc,Private room,1710.0,1.0,189,4.99,19.41356,-99.17586,198,3
2537481,Beautiful Hideaway in Historic Building Across from the Park,Cuauhtémoc,Entire home/apt,2421.07,2.0,421,4.92,19.42018,-99.15945,345,3
2537521,"Prime Location in Roma Norte, CDMX Stylish Awaits!",Cuauhtémoc,Entire home/apt,4274.33,3.0,200,4.96,19.4218,-99.16474,195,1
2540221,Amplio espacio con 2 habitaciones.,Coyoacán,Entire home/apt,1453.0,3.0,33,4.61,19.34347,-99.16108,43,1
2558376,DestinoCDMX - Urban Oasis with amazing views,Cuauhtémoc,Entire home/apt,4134.0,1.0,71,4.97,19.41875599395923,-99.16854557754895,69,14
2600536,Amazing room in Center of Coyoacán,Coyoacán,Private room,944.5,2.0,8,4.88,19.34982,-99.15672,213,1
2601887,Apartment w/ terrace (2 rooms 3 baths) @ Roma,Cuauhtémoc,Entire home/apt,1994.99,1.0,72,4.74,19.41482,-99.16093,118,1
2745912,"Estudio independiente, baño privado - 25% por mes",Benito Juárez,Entire home/apt,644.8,5.0,69,4.91,19.37496,-99.17334,139,1
3602334,ONE ROOM LOFT AT LOMAS DE CHAPULTEPEC,Miguel Hidalgo,Entire home/apt,1728.71,7.0,35,4.91,19.43293,-99.21078,275,1
3635953,Nice Loft in the heart of Polanco,Miguel Hidalgo,Entire home/apt,2510.59,1.0,668,4.91,19.43215,-99.18851,82,5
3645689,PRIVATE BEDROOM SANTA FE - CUAJIMALPA,Cuajimalpa de Morelos,Private room,1175.67,3.0,1,5.0,19.36898,-99.29595,57,2
3685560,nice rooms in nice centric house,Miguel Hidalgo,Private room,3608.5,2.0,0,4.84,19.44358,-99.21206,173,1
2784853,Beguest Centro | WSH DRY | Kitchen & Terrace,Venustiano Carranza,Entire home/apt,1227.0,2.0,138,4.73,19.41833,-99.11802,33,28
2794006,"1 BR, 2 Bathrooms, Security 24h. Fast Internet",Benito Juárez,Entire home/apt,1290.0,3.0,64,4.97,19.37892,-99.1889,178,1
2848002,"Villa Patricia, Heart of Coyoacan",Coyoacán,Private room,1484.0,2.0,24,5.0,19.35445,-99.16251,304,4
2894095,50% off! Two room suite in Santa Fe,Cuajimalpa de Morelos,Entire home/apt,2368.17,6.0,113,4.78,19.36045,-99.27996,232,2
2908957,Suites Havre-Suite Superior,Cuauhtémoc,Entire home/apt,977.0,1.0,39,4.49,19.42536,-99.16043,359,17
2984619,1 bedroom apaprtment hotel style service,Miguel Hidalgo,Entire home/apt,1558.5,1.0,168,4.6,19.43661,-99.20527,252,21
2984948,Departamento de Lujo en Polanco,Miguel Hidalgo,Entire home/apt,1426.33,1.0,51,4.65,19.42962,-99.20321,264,21
2986194,luxury apartment in Palmas,Miguel Hidalgo,Entire home/apt,1801.0,1.0,70,4.51,19.42512,-99.22595,198,21
3013008,Your Home in Mexico City,Miguel Hidalgo,Entire home/apt,2036.24,2.0,232,4.93,19.44336,-99.20072,257,1
3049887,Luxury Studio Apartment Palmas,Miguel Hidalgo,Entire home/apt,1062.66,1.0,77,4.57,19.42503,-99.22601,206,21
3057573,Beautiful restored 40s apartment in Polanco♥,Miguel Hidalgo,Entire home/apt,1328.18,2.0,397,4.84,19.42993,-99.19266,203,11
3157656,"Heart of the City, Next Hilton Reforma 306",Cuauhtémoc,Entire home/apt,1723.0,1.0,145,4.79,19.43432,-99.14581,245,15
3688757,Very cool apartment with terrace in Roma Norte,Cuauhtémoc,Entire home/apt,2265.5,1.0,462,4.92,19.41441,-99.16323,248,1
3767434,Private Clean & Cozy Loft - 300 Megas WFi,Benito Juárez,Entire home/apt,1278.33,3.0,90,4.91,19.37762,-99.15932,67,4
3835975,Comfy & Espacious TownHouse 4 Rm. 7 Beds. 2.5 BA.,Cuauhtémoc,Entire home/apt,5116.13,1.0,209,4.92,19.4202,-99.16906,119,1
3843651,Santa Fe Luxury High-rise City View w 2 King Beds,Cuajimalpa de Morelos,Entire home/apt,2813.29,1.0,133,4.79,19.35984,-99.27943,306,3
3848018,In the heart of La Condesa,Cuauhtémoc,Private room,723.0,3.0,26,4.92,19.41397,-99.17491,249,4
3904158,Entire Apartment in Colonia Centro,Cuauhtémoc,Entire home/apt,1114.0,3.0,102,4.53,19.42965507507324,-99.14724731445312,361,1
3183133,Studio con servicios incluidos,Miguel Hidalgo,Entire home/apt,912.5,2.0,69,4.84,19.40303,-99.24273,291,21
3204960,Auténtico departamento Art Deco en La Roma,Cuauhtémoc,Entire home/apt,916.9,3.0,51,4.8,19.40561382443991,-99.16012365370987,331,1
3240086,THE PLACE  to MEET your Expectations,Cuauhtémoc,Entire home/apt,1259.67,3.0,77,4.82,19.4336,-99.14472,329,4
3293072,Amazing Loft @ Iconic Building R27,Cuauhtémoc,Entire home/apt,2889.0,3.0,154,4.96,19.43488,-99.15107,150,3
3293497,"Cozzy Studio In Condesa, Mexico DF",Cuauhtémoc,Entire home/apt,1184.54,1.0,125,4.9,19.4061,-99.16957,227,1
3386326,Gorgeous 2 BR furnished loft,Benito Juárez,Entire home/apt,3043.33,3.0,46,4.87,19.39129,-99.17395,244,1
3458354,APARTMENT NEAR SANTA FE MEXICO CITY,Cuajimalpa de Morelos,Entire home/apt,1615.0,2.0,7,4.86,19.36905,-99.29672,31,2
3536304,San Angel Inn - Blue Room.,Álvaro Obregón,Private room,1246.0,1.0,15,4.87,19.35058,-99.19749,365,3
3577110,Penthouse with terrace in Colonia Roma by Condesa,Cuauhtémoc,Entire home/apt,1028.75,4.0,261,4.78,19.41232,-99.16073,53,9
5593671,Chic Urban Spot by Food & Metro,Cuauhtémoc,Entire home/apt,1455.0,2.0,417,4.73,19.40777,-99.1778,303,1
5601692,"1st , Private Room Condesa - Roma",Cuauhtémoc,Private room,765.0,1.0,416,4.8,19.41869,-99.17077,349,13
5606567,Excellent Furnished  Suite,Cuauhtémoc,Entire home/apt,1039.5,2.0,59,4.59,19.42517,-99.16041,359,17
3916192,Pretty Pretty Pretty Apt Indoor-Outdoor Space Roma,Cuauhtémoc,Entire home/apt,3222.0,1.0,527,4.85,19.420214,-99.169487,318,7
3916297,Jack Kerouac's Cozy Den in Roma Norte,Cuauhtémoc,Entire home/apt,1151.45,3.0,127,4.87,19.41321,-99.15943,339,3
3944872,Nice furnished apartmt in Mex City- Roma Norte,Cuauhtémoc,Entire home/apt,2099.33,3.0,92,4.85,19.41961,-99.16729,126,1
3947107,WONDERFUL ROOM IN A HOUSE,Tlalpan,Private room,514.0,1.0,33,4.64,19.29362,-99.16224,267,2
3952505,Stylish apartment· South CDMX Prime Location,Benito Juárez,Entire home/apt,2499.5,2.0,9,5.0,19.36226,-99.18628,321,2
5671067,3rd Fl. Private Condesa - Roma,Cuauhtémoc,Private room,593.41,1.0,489,4.73,19.41909,-99.17242,345,13
5706972,Luxury 3BR 2BR Next to Hilton Reforma Centro 1126,Cuauhtémoc,Entire home/apt,1812.57,1.0,250,4.8,19.43432,-99.14581,281,15
5709049,Beautiful Pent House with roof garden,Benito Juárez,Entire home/apt,1329.5,2.0,181,4.85,19.37423,-99.17579,94,2
5738254,Lovely private room in Coyoacan,Coyoacán,Private room,799.0,2.0,63,4.97,19.35218,-99.15638,290,1
5750174,2B Terrace Suite with beautiful garden view.,Álvaro Obregón,Entire home/apt,2568.0,1.0,79,4.78,19.35172,-99.19159,362,15
5750208,4B Modern Suite with a loft bedroom.,Álvaro Obregón,Entire home/apt,2031.3,2.0,50,4.96,19.35373,-99.19185,362,15
5750544,"Santa Fe,Ibero,ITESM,Recamara",Cuajimalpa de Morelos,Private room,970.0,2.0,14,4.93,19.35457,-99.28723,345,2
5881278,Cozy room in Condesa  @CasaNuevoLeon /23,Cuauhtémoc,Private room,2150.0,1.0,140,4.79,19.41245,-99.17318,360,3
5905923,One of a kind loft+terrace great location,Miguel Hidalgo,Entire home/apt,2211.0,3.0,72,4.88,19.40364,-99.18127,278,2
5948504,2 BR Hipster apartment in Esquina del Chilaquil,Cuauhtémoc,Entire home/apt,1180.0,1.0,171,4.6,19.408920288085938,-99.17667388916016,330,7
5975769,"Park view, market and sunlight",Miguel Hidalgo,Entire home/apt,1619.0,1.0,288,4.9,19.4032,-99.17654,37,1
6041044,ZAÏA Wellness House · Private Spa & Jacuzzi,Cuauhtémoc,Entire home/apt,14265.0,1.0,33,4.91,19.42898,-99.16885,333,1
4013766,Beguest Polanco | Gym & Terrace | Design Suite,Miguel Hidalgo,Entire home/apt,2697.89,3.0,182,4.74,19.4374,-99.19049,90,28
4015726,Departamento Centro Histórico Complejo Moderno,Cuauhtémoc,Entire home/apt,2169.38,1.0,110,4.73,19.43432,-99.14581,248,15
4032302,Private studio apartment Roma Sur authentic CDMX,Cuauhtémoc,Entire home/apt,1236.28,2.0,163,4.82,19.40456,-99.16308,312,1
4062881,SAN ANGEL INN  - Patio View.,Álvaro Obregón,Private room,748.0,1.0,84,4.93,19.35059,-99.1978,361,3
4073755,¡Spiritual¡Polanco/EmbajadaEUA&CityB/8PAX/4BR/3BAT,Miguel Hidalgo,Entire home/apt,4271.5,2.0,262,4.83,19.437281,-99.212929,270,1
4074709,"Beautiful, sunny and airy apartment!",Cuauhtémoc,Entire home/apt,1369.67,3.0,187,4.82,19.41896,-99.15508,32,1
6043473,Magnifica casa cerca de la Unam,Álvaro Obregón,Private room,570.67,3.0,21,5.0,19.33778,-99.19683,262,4
6044877,"Live La Rome, Mexico City",Cuauhtémoc,Entire home/apt,2078.19,3.0,256,4.94,19.42364,-99.16445,274,3
6045231,"1C Elegant suite, tranquility, and ideal location.",Álvaro Obregón,Entire home/apt,1264.84,1.0,145,4.66,19.35242,-99.19356,364,15
6052413,Habitacion de lujo,Benito Juárez,Private room,1017.0,2.0,28,4.75,19.37021,-99.17824,365,1
6065186,Amplia Habitación en col condesa,Cuauhtémoc,Private room,935.8,5.0,24,4.88,19.41532,-99.17737,365,1
6103192,Apto. en el Centro de Tlalpan,Tlalpan,Entire home/apt,803.53,7.0,24,4.67,19.29414,-99.167,202,3
6103915,CONDESA beautiful private room.,Cuauhtémoc,Private room,900.0,2.0,310,4.79,19.41344,-99.17465,362,1
6114798,Luxury Apartment close to Santa Fe,Miguel Hidalgo,Entire home/apt,1138.69,1.0,65,4.72,19.40535,-99.24306,290,21
6126644,Amazing & Complete Studio in Roma Norte,Cuauhtémoc,Entire home/apt,1264.0,2.0,175,4.78,19.42013,-99.17011,239,8
6134920,Bright Master Bedroom in Prime Polanco Location,Miguel Hidalgo,Shared room,1536.33,3.0,0,4.84,19.42914,-99.19871,179,1
6180294,Vigilancia 24 x 7 entre 2 parques con Balcón,Cuauhtémoc,Entire home/apt,1825.89,2.0,362,4.83,19.41247,-99.17178,150,1
6205510,Polanco near Antara 1 Bed 1.5 Bath,Miguel Hidalgo,Entire home/apt,1867.8,5.0,23,4.91,19.44215,-99.20058,91,4
4097894,Lovely Room in Good Old Coyoacan (Agave Room),Coyoacán,Private room,1107.0,2.0,280,4.93,19.35291,-99.16764,316,2
4103618,(8) Full Apartment in Roma Norte.,Cuauhtémoc,Entire home/apt,955.98,4.0,184,4.73,19.41411,-99.16284,52,9
4103828,Suite Privada ITAM & San Ángel,Álvaro Obregón,Entire home/apt,1311.5,2.0,3,5.0,19.34282,-99.2013,335,1
4118496,three bedroom apartment Polanco,Miguel Hidalgo,Entire home/apt,2228.64,1.0,128,4.63,19.43792,-99.19647,251,21
4133239,CHIC APARTMENT in the heart of CDMX w/RoofGarden,Cuauhtémoc,Entire home/apt,5706.0,1.0,69,4.84,19.43326,-99.16806,167,1
4197547,En el corazón de Reforma,Cuauhtémoc,Entire home/apt,2909.5,2.0,11,4.82,19.4273,-99.16889,358,7
6214515,Art Deco in Condesa “Queen”,Cuauhtémoc,Private room,1500.0,2.0,201,4.99,19.41257,-99.17481,292,3
6261413,REFORMA - Brand new 3BR @ Rio Danubio,Cuauhtémoc,Entire home/apt,3429.5,2.0,218,4.78,19.43004,-99.16698,94,5
6287517,Cozy and convenient in Condesa,Cuauhtémoc,Entire home/apt,1361.5,2.0,276,4.81,19.40698,-99.17366,107,5
6313366,Independent loft/studio,Cuauhtémoc,Entire home/apt,832.0,1.0,633,4.47,19.41417,-99.17515,320,13
6326606,"APARTMENT IN VINTAGE HOME, ROMA/CONDESA!",Cuauhtémoc,Entire home/apt,2111.18,1.0,267,4.9,19.41727,-99.16668,230,4
6333180,Casa Rebollar 4 cuadras del bosque de Chapultepec,Miguel Hidalgo,Entire home/apt,1426.5,1.0,459,4.66,19.40859,-99.18866,217,6
6345035,Vast serviced apartment in elegant neighbour,Miguel Hidalgo,Entire home/apt,1370.0,2.0,61,4.74,19.42535,-99.22409,364,1
6348697,Private b-room in great neighborhood!,Tlalpan,Private room,288.55,7.0,19,4.47,19.29007,-99.13998,241,2
6404543,"Top location, Mexican Style!!! Cozy",Álvaro Obregón,Private room,1355.0,2.0,36,4.97,19.34815,-99.19589,365,2
6437128,Perfect City Suite : near Polanco and Reforma,Miguel Hidalgo,Entire home/apt,1599.0,1.0,300,4.73,19.431642532348636,-99.17364501953124,179,7
6467794,"Roma Norte, Comfortable & great located",Cuauhtémoc,Entire home/apt,1993.33,1.0,185,4.88,19.42049,-99.17249,167,3
6475335,Céntrico cuarto con baño y cocina (A3),Álvaro Obregón,Private room,456.5,2.0,115,4.73,19.39238,-99.19361,275,3
4234262,Super cute studio in quiet Condesa,Cuauhtémoc,Entire home/apt,1780.33,3.0,543,4.91,19.41104,-99.17168,310,3
4269477,Pent House con alberca,Benito Juárez,Private room,1013.0,4.0,1,5.0,19.36306,-99.16338,365,1
4274998,Un lugar diferente en la CDMX,Tlalpan,Private room,3321.0,1.0,2,5.0,19.29548,-99.19127,357,7
4276768,Habitación bonita en casa en zona residencial,Tlalpan,Private room,923.0,1.0,35,4.97,19.30177,-99.12838,363,1
4278958,Beguest Polanco | 2BR 2BA | Luxury KS Fast WI-FI,Miguel Hidalgo,Entire home/apt,3272.33,3.0,121,4.83,19.4366,-99.19059,68,28
6479896,Visit Parque México from a Chic Home in Hipódromo Condesa,Cuauhtémoc,Entire home/apt,1672.91,2.0,455,4.93,19.41407,-99.16664,126,2
